date,state,cases_total,cases_white,cases_black,cases_latin_x,cases_asian,cases_aian,cases_nhpi,cases_multiracial,cases_other,cases_unknown,cases_ethnicity_hispanic,cases_ethnicity_non_hispanic,cases_ethnicity_unknown,deaths_total,deaths_white,deaths_black,deaths_latin_x,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_unknown,deaths_ethnicity_hispanic,deaths_ethnicity_non_hispanic,deaths_ethnicity_unknown,hosp_total,hosp_white,hosp_black,hosp_latin_x,hosp_asian,hosp_aian,hosp_nhpi,hosp_multiracial,hosp_other,hosp_unknown,hosp_ethnicity_hispanic,hosp_ethnicity_non_hispanic,hosp_ethnicity_unknown,tests_total,tests_white,tests_black,tests_latin_x,tests_asian,tests_aian,tests_nhpi,tests_multiracial,tests_other,tests_unknown,tests_ethnicity_hispanic,tests_ethnicity_non_hispanic,tests_ethnicity_unknown,cases_latinx,deaths_latinx,hosp_latinx,tests_latinx
2021-01-24,IN,611039,406798,40245,,8053,,,,67247,88696,35549,313076,262414,9716,6760,759,,56,,,,1240,901,210,4994,4512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,IN,598313,399122,39617,,7878,,,,66186,85510,35006,305820,257487,9529,6621,750,,55,,,,1219,884,208,4870,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-17,IN,590211,391369,38768,,7728,,,,65116,87230,34673,301160,254378,9310,6437,734,,53,,,,1192,894,204,4740,4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,IN,574119,381678,37954,,7482,,,,63755,83250,33997,291894,248228,9163,6323,726,,52,,,,1179,883,203,4641,4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,IN,563653,370382,36770,,7281,,,,62240,86980,33542,285458,244653,8985,6162,715,,49,,,,1152,907,200,4529,4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,IN,539229,355431,35687,,6922,,,,60232,80957,32558,271152,235519,8743,6009,699,,42,,,,1121,872,196,4399,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,IN,526071,344250,34710,,6758,,,,58910,81443,32104,263062,230905,8475,5810,685,,42,,,,1088,850,190,4261,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,IN,505017,329152,33445,,6505,,,,56574,79341,31233,251208,222576,8160,5580,666,,39,,,,1048,827,186,4085,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-27,IN,493841,323284,33006,,6383,,,,55906,75262,30875,245513,217453,7843,5397,657,,38,,,,1008,743,178,3935,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,IN,476538,311867,32158,,6153,,,,54110,72250,30143,234718,211677,7645,5237,643,,38,,,,977,750,172,3810,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-20,IN,464354,300102,30940,,5970,,,,52369,74973,29627,227458,207269,7404,5037,634,,38,,,,944,751,167,3677,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,IN,440850,286269,29860,,5674,,,,50177,68870,28552,214119,198179,7101,4836,621,,36,,,,900,708,160,3513,3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-13,IN,425434,272311,28361,,5449,,,,48043,71270,27819,205905,191710,6805,4579,602,,35,,,,868,721,151,3366,3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,IN,398417,256571,27081,,5132,,,,45457,64176,26401,191568,180448,6506,4385,593,,32,,,,833,663,145,3220,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-06,IN,381617,241487,25489,,4880,,,,42977,66784,25524,182580,173513,6242,4172,571,,29,,,,787,683,138,3084,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,IN,350970,223543,24121,,4534,,,,39954,58818,23826,166310,160834,5973,4004,556,,29,,,,756,628,133,2952,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-29,IN,333312,209048,22837,,4298,,,,37559,59570,22912,156743,153657,5685,3791,539,,27,,,,726,602,131,2803,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,IN,312521,197228,21859,,4060,,,,35446,53928,21913,146141,144467,5498,3668,525,,25,,,,697,745,129,2701,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-22,IN,295357,182097,20548,,3787,,,,33415,55510,20973,136566,137818,5305,3506,518,,25,,,,673,583,128,2591,2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,IN,268222,166219,19346,,3451,,,,31421,47785,19375,122239,126608,5084,3359,509,,24,,,,642,550,120,2474,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-15,IN,251597,152785,18062,,3192,,,,29568,47990,18326,113195,120076,4910,3212,500,,23,,,,623,552,115,2372,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,IN,224374,136627,16832,,2835,,,,27378,40702,16655,98413,109306,4762,3096,497,,23,,,,604,542,114,2287,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,IN,210374,125822,15948,,2604,,,,26018,39982,15788,90450,104136,4629,2985,492,,23,,,,590,539,113,2224,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,IN,191764,114608,15230,,2364,,,,24598,34964,14790,80606,96368,4464,2862,485,,23,,,,576,518,107,2135,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,IN,182108,106869,14656,,2217,,,,23612,34754,14142,75218,92748,4364,2775,481,,22,,,,561,525,104,2079,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,IN,169112,99145,14127,,2052,,,,22606,31182,13452,68672,86988,4227,2682,476,,22,,,,540,507,101,1999,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25,IN,162607,93614,13718,,1968,,,,21850,31457,13036,65036,84535,4130,2597,469,,22,,,,531,511,99,1946,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,IN,152396,87576,13305,,1823,,,,20848,28844,12432,60125,79839,4023,2529,464,,21,,,,515,494,98,1891,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,IN,147582,83581,12993,,1748,,,,20261,28999,12130,57679,77773,3937,2460,462,,21,,,,499,495,97,1851,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,IN,139269,75097,12330,,1559,,,,18918,31365,11323,51431,76515,3836,2360,454,,19,,,,480,523,85,1787,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,IN,134981,75097,12330,,1559,,,,18918,27077,11323,51431,72227,3789,2360,454,,19,,,,480,476,85,1787,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,IN,128227,70953,12033,,1461,,,,18329,25451,10925,48082,69220,3727,2311,453,,19,,,,472,472,83,1757,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-04,IN,125146,68399,11801,,1423,,,,17915,25608,10680,46643,67823,3674,2271,451,,18,,,,460,474,81,1735,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,IN,120019,65584,11545,,1369,,,,17386,24135,10359,44621,65039,3632,2246,449,,18,,,,451,468,79,1720,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,IN,117450,63391,11304,,1328,,,,16995,24432,10204,43512,63734,3580,2206,445,,18,,,,445,466,78,1699,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,IN,113337,61161,11105,,1286,,,,16579,23206,9931,41852,61554,3530,2179,444,,18,,,,428,461,76,1678,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,IN,111505,59537,10911,,1263,,,,16297,23497,9832,41221,60452,3506,2163,442,,17,,,,428,456,74,1670,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,IN,107809,57510,10696,,1224,,,,15889,22490,9550,39657,58602,3472,2139,440,,17,,,,425,451,72,1660,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-13,IN,105804,55682,10560,,1204,,,,15531,22827,9411,38923,57470,3438,2107,439,,17,,,,423,452,70,1647,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,IN,101485,53601,10374,,1156,,,,15116,21238,9207,37549,54729,3397,2079,434,,17,,,,420,447,69,1625,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,IN,99804,51960,10230,,1146,,,,14780,21688,9114,36827,53863,3364,2048,432,,17,,,,417,450,68,1608,1688,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-09-02,IN,95750,49791,10067,,1098,,,,14380,20414,8892,35076,51782,3325,2025,431,,17,,,,412,440,68,1596,1661,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-30,IN,93313,46997,9770,,1059,,,,13803,21684,8801,34084,50428,3291,1980,426,,17,,,,408,460,66,1580,1645,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-26,IN,89359,44878,9591,,1036,,,,13374,20480,8558,32333,48468,3259,1962,424,,17,,,,408,448,65,1564,1630,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-23,IN,85932,43187,9412,,1006,,,,13076,19251,8386,31062,46484,3220,1945,418,,17,,,,403,437,64,1546,1610,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-19,IN,82336,41300,9185,,988,,,,12779,18084,8145,29453,44738,3180,1927,416,,17,,,,393,427,63,1529,1588,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-16,IN,80415,39658,8925,,974,,,,12444,18414,8033,28783,43599,3133,1900,409,,16,,,,385,423,61,1512,1560,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-12,IN,76522,37652,8644,,935,,,,12099,17192,7747,27027,41748,3086,1869,408,,16,,,,380,413,61,1489,1536,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-09,IN,74328,35864,8322,,906,,,,11763,17473,7625,26207,40496,3041,1838,398,,16,,,,377,412,60,1467,1514,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-05,IN,69975,33788,7963,,883,,,,11346,15995,7323,24287,38365,3007,1822,393,,15,,,,374,403,57,1452,1296,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-02,IN,67857,32228,7641,,858,,,,11015,16115,7202,23593,37062,2975,1798,388,,15,,,,368,406,57,1439,1279,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-29,IN,64299,30602,7359,,836,,,,10704,14798,6960,22116,35223,2932,1773,384,,15,,,,365,395,54,1425,1254,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-26,IN,62372,28600,6966,,811,,,,10184,15811,6815,21382,34175,2903,1743,382,,14,,,,362,402,54,1408,1244,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-22,IN,58673,26963,6696,,774,,,,9848,14392,6472,19909,32292,2863,1720,377,,14,,,,359,393,53,1395,1218,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-19,IN,56571,26104,6564,,761,,,,9651,13491,6300,19160,31111,2822,1704,373,,14,,,,350,381,52,1380,1197,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-15,IN,53370,24730,6311,,748,,,,9259,12322,5971,17907,29492,2785,1682,371,,13,,,,344,375,51,1367,1174,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-12,IN,51612,23494,6099,,738,,,,8989,12292,5805,17255,28552,2760,1662,370,,13,,,,337,378,51,1357,1159,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-08,IN,49063,22443,5905,,729,,,,8781,11205,5566,16375,27122,2732,1644,368,,13,,,,332,375,49,1345,1145,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-05,IN,48008,21638,5769,,718,,,,8531,11352,5475,16071,26462,2693,1619,362,,13,,,,326,373,48,1333,1119,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-07-01,IN,45952,20773,5637,,709,,,,8307,10526,5259,15300,25393,2456,1593,355,,13,,,,320,175,46,1310,1100,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-28,IN,44930,20045,5513,,692,,,,8065,10615,5181,14971,24778,2427,1565,355,,13,,,,313,181,46,1297,1084,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-24,IN,43140,19422,5399,,678,,,,7887,9754,5022,14394,23724,2386,1541,353,,12,,,,307,173,46,1281,1059,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-21,IN,42423,18786,5317,,673,,,,7644,10021,4940,14164,23319,2350,1502,351,,12,,,,300,185,45,1264,1041,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-17,IN,41013,18254,5234,,650,,,,7489,9386,4769,13668,22576,2289,1469,345,,11,,,,295,169,43,1238,1008,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-14,IN,39909,17553,5126,,627,,,,7235,9368,4667,13385,21857,2240,1435,339,,10,,,,291,165,43,1217,980,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-10,IN,38337,17022,5028,,587,,,,7031,8669,4470,12836,21031,2173,1403,329,,9,,,,277,155,42,1193,938,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-07,IN,37397,16462,4941,,567,,,,6774,8653,4386,12530,20481,2121,1375,326,,9,,,,260,151,40,1170,911,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-06-03,IN,35712,15998,4856,,535,,,,6571,7785,4106,12070,19534,2032,1324,314,,8,,,,247,136,38,1127,867,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-31,IN,34574,14797,4529,,484,,,,5912,8850,3941,11720,18911,1967,1272,298,,9,,,,239,147,35,1101,830,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-27,IN,32437,14272,4411,,454,,,,5644,7655,3600,11190,17613,1871,1227,282,,9,,,,220,130,31,1049,789,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-24,IN,31376,14025,4361,,439,,,,5428,7153,3482,10950,16974,1824,1200,277,,9,,,,213,122,27,1028,767,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-20,IN,29274,13524,4186,,439,,,,5064,6088,3220,10392,15661,1716,1127,262,,6,,,,202,116,27,955,732,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-17,IN,27778,12527,3916,,416,,,,4611,6305,3000,9972,14805,1607,1046,250,,6,,,,184,118,25,896,684,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-13,IN,25473,11844,3744,,382,,,,4304,5196,2725,9246,13475,1482,967,238,,7,,,,170,97,23,822,637,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-10,IN,24126,10398,3353,,337,,,,3739,6296,2533,8878,12714,1379,860,220,,6,,,,158,131,20,755,602,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-06,IN,21870,9666,3127,,328,,,,3346,5423,2187,8157,11547,1264,803,206,,7,,,,137,108,16,704,543,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-05-03,IN,19933,9149,2970,,298,,,,2950,4564,1853,7614,10464,1132,724,191,,4,,,,127,84,15,630,485,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-04-29,IN,17182,8127,2680,,274,,,,2577,3524,1580,6597,9005,964,629,160,,3,,,,108,64,14,534,416,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,
2020-04-26,IN,15012,7010,2356,,165,,,,2056,3425,1125,5734,8153,813,530,134,,3,,,,90,56,11,453,349,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,
2020-04-22,IN,12438,6144,2102,,99,,,,1641,2452,646,4788,7004,661,432,115,,1,,,,68,45,11,374,276,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,
2020-04-19,IN,11210,5605,1961,,89,,,,1446,2109,470,4327,6413,562,374,106,,2,,,,47,33,9,322,231,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,
2020-04-15,IN,8953,4468,1576,,71,,,,1137,1701,322,3465,5167,439,280,91,,2,,,,34,27,5,255,174,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-04-12,IN,7928,3734,1331,,55,,,,919,1889,3068,269,4591,343,219,68,,1,,,,24,31,5,200,138,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2021-02-14,IN,648875,437157,43111,,8659,,,,71043,88905,37220,337258,274397,12173,8648,904,,64,,,,1518,1039,251,6410,5512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,IN,643305,433344,42798,,8568,,,,70628,87967,36948,333439,272918,12001,8531,889,,64,,,,1489,1028,248,6302,5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-07,IN,639711,429670,42419,,8493,,,,70183,88946,36764,330961,271986,11817,8382,877,,62,,,,1465,1031,245,6186,5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,IN,631331,424181,41940,,8356,,,,69381,87473,36394,325737,269200,10091,7058,795,,57,,,,1280,901,220,5251,4620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,IN,626682,419262,41432,,8273,,,,68784,88931,36183,322671,267828,9974,6969,787,,57,,,,1264,897,215,5182,4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-27,IN,617176,413077,40916,,8143,,,,68024,87016,35792,316719,264665,9845,6872,771,,56,,,,1253,893,215,5079,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,IN,611039,406798,40245,,8053,,,,67247,88696,35549,313076,262414,9716,6760,759,,56,,,,1240,901,210,4994,4512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,IN,598313,399122,39617,,7878,,,,66186,85510,35006,305820,257487,9529,6621,750,,55,,,,1219,884,208,4870,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-17,IN,590211,391369,38768,,7728,,,,65116,87230,34673,301160,254378,9310,6437,734,,53,,,,1192,894,204,4740,4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,IN,574119,381678,37954,,7482,,,,63755,83250,33997,291894,248228,9163,6323,726,,52,,,,1179,883,203,4641,4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,IN,563653,370382,36770,,7281,,,,62240,86980,33542,285458,244653,8985,6162,715,,49,,,,1152,907,200,4529,4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,IN,539229,355431,35687,,6922,,,,60232,80957,32558,271152,235519,8743,6009,699,,42,,,,1121,872,196,4399,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,IN,526071,344250,34710,,6758,,,,58910,81443,32104,263062,230905,8475,5810,685,,42,,,,1088,850,190,4261,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,IN,505017,329152,33445,,6505,,,,56574,79341,31233,251208,222576,8160,5580,666,,39,,,,1048,827,186,4085,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-27,IN,493841,323284,33006,,6383,,,,55906,75262,30875,245513,217453,7843,5397,657,,38,,,,1008,743,178,3935,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,IN,476538,311867,32158,,6153,,,,54110,72250,30143,234718,211677,7645,5237,643,,38,,,,977,750,172,3810,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-20,IN,464354,300102,30940,,5970,,,,52369,74973,29627,227458,207269,7404,5037,634,,38,,,,944,751,167,3677,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,IN,440850,286269,29860,,5674,,,,50177,68870,28552,214119,198179,7101,4836,621,,36,,,,900,708,160,3513,3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-13,IN,425434,272311,28361,,5449,,,,48043,71270,27819,205905,191710,6805,4579,602,,35,,,,868,721,151,3366,3288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,IN,398417,256571,27081,,5132,,,,45457,64176,26401,191568,180448,6506,4385,593,,32,,,,833,663,145,3220,3141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-06,IN,381617,241487,25489,,4880,,,,42977,66784,25524,182580,173513,6242,4172,571,,29,,,,787,683,138,3084,3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,IN,350970,223543,24121,,4534,,,,39954,58818,23826,166310,160834,5973,4004,556,,29,,,,756,628,133,2952,2888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-29,IN,333312,209048,22837,,4298,,,,37559,59570,22912,156743,153657,5685,3791,539,,27,,,,726,602,131,2803,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,IN,312521,197228,21859,,4060,,,,35446,53928,21913,146141,144467,5498,3668,525,,25,,,,697,745,129,2701,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-22,IN,295357,182097,20548,,3787,,,,33415,55510,20973,136566,137818,5305,3506,518,,25,,,,673,583,128,2591,2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-18,IN,268222,166219,19346,,3451,,,,31421,47785,19375,122239,126608,5084,3359,509,,24,,,,642,550,120,2474,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-15,IN,251597,152785,18062,,3192,,,,29568,47990,18326,113195,120076,4910,3212,500,,23,,,,623,552,115,2372,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-11,IN,224374,136627,16832,,2835,,,,27378,40702,16655,98413,109306,4762,3096,497,,23,,,,604,542,114,2287,2361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-08,IN,210374,125822,15948,,2604,,,,26018,39982,15788,90450,104136,4629,2985,492,,23,,,,590,539,113,2224,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,IN,191764,114608,15230,,2364,,,,24598,34964,14790,80606,96368,4464,2862,485,,23,,,,576,518,107,2135,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,IN,182108,106869,14656,,2217,,,,23612,34754,14142,75218,92748,4364,2775,481,,22,,,,561,525,104,2079,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-28,IN,169112,99145,14127,,2052,,,,22606,31182,13452,68672,86988,4227,2682,476,,22,,,,540,507,101,1999,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25,IN,162607,93614,13718,,1968,,,,21850,31457,13036,65036,84535,4130,2597,469,,22,,,,531,511,99,1946,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21,IN,152396,87576,13305,,1823,,,,20848,28844,12432,60125,79839,4023,2529,464,,21,,,,515,494,98,1891,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18,IN,147582,83581,12993,,1748,,,,20261,28999,12130,57679,77773,3937,2460,462,,21,,,,499,495,97,1851,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-14,IN,139269,75097,12330,,1559,,,,18918,31365,11323,51431,76515,3836,2360,454,,19,,,,480,523,85,1787,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-11,IN,134981,75097,12330,,1559,,,,18918,27077,11323,51431,72227,3789,2360,454,,19,,,,480,476,85,1787,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07,IN,128227,70953,12033,,1461,,,,18329,25451,10925,48082,69220,3727,2311,453,,19,,,,472,472,83,1757,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-04,IN,125146,68399,11801,,1423,,,,17915,25608,10680,46643,67823,3674,2271,451,,18,,,,460,474,81,1735,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,IN,120019,65584,11545,,1369,,,,17386,24135,10359,44621,65039,3632,2246,449,,18,,,,451,468,79,1720,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,IN,117450,63391,11304,,1328,,,,16995,24432,10204,43512,63734,3580,2206,445,,18,,,,445,466,78,1699,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-23,IN,113337,61161,11105,,1286,,,,16579,23206,9931,41852,61554,3530,2179,444,,18,,,,428,461,76,1678,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-20,IN,111505,59537,10911,,1263,,,,16297,23497,9832,41221,60452,3506,2163,442,,17,,,,428,456,74,1670,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-16,IN,107809,57510,10696,,1224,,,,15889,22490,9550,39657,58602,3472,2139,440,,17,,,,425,451,72,1660,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-13,IN,105804,55682,10560,,1204,,,,15531,22827,9411,38923,57470,3438,2107,439,,17,,,,423,452,70,1647,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-09,IN,101485,53601,10374,,1156,,,,15116,21238,9207,37549,54729,3397,2079,434,,17,,,,420,447,69,1625,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-06,IN,99804,51960,10230,,1146,,,,14780,21688,9114,36827,53863,3364,2048,432,,17,,,,417,450,68,1608,1688,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-09-02,IN,95750,49791,10067,,1098,,,,14380,20414,8892,35076,51782,3325,2025,431,,17,,,,412,440,68,1596,1661,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-30,IN,93313,46997,9770,,1059,,,,13803,21684,8801,34084,50428,3291,1980,426,,17,,,,408,460,66,1580,1645,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-26,IN,89359,44878,9591,,1036,,,,13374,20480,8558,32333,48468,3259,1962,424,,17,,,,408,448,65,1564,1630,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-23,IN,85932,43187,9412,,1006,,,,13076,19251,8386,31062,46484,3220,1945,418,,17,,,,403,437,64,1546,1610,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-19,IN,82336,41300,9185,,988,,,,12779,18084,8145,29453,44738,3180,1927,416,,17,,,,393,427,63,1529,1588,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-16,IN,80415,39658,8925,,974,,,,12444,18414,8033,28783,43599,3133,1900,409,,16,,,,385,423,61,1512,1560,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
2020-08-12,IN,76522,37652,8644,,935,,,,12099,17192,7747,27027,41748,3086,1869,408,,16,,,,380,413,61,1489,1536,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0
